	region1	region2	chrom1	start1	end1	chrom2	start2	end2	contact_pair	dist_from_diag	pixel_size	gene1	gene2
1000	('chr13', 27910000, 27990000)	('chr13', 52850000, 52860000)	chr13	27910000	27990000	chr13	52850000	52860000	(('chr13', 27910000, 27990000), ('chr13', 52850000, 52860000))	24905000.0	800000000	CDX2,PDX1,PLUT,ATP5F1EP2,LINC00543,RN7SL272P	PCDH8
1001	('chr7', 97730000, 97740000)	('chr7', 129780000, 129790000)	chr7	97730000	97740000	chr7	129780000	129790000	(('chr7', 97730000, 97740000), ('chr7', 129780000, 129790000))	32050000.0	100000000	TAC1	MIR96,MIR182,AC084864.1
1002	('chr2', 44930000, 44940000)	('chr2', 161410000, 161430000)	chr2	44930000	44940000	chr2	161410000	161430000	(('chr2', 44930000, 44940000), ('chr2', 161410000, 161430000))	116485000.0	200000000	SIX3,SIX3-AS1,LINC01833	TBR1
1003	('chr2', 199450000, 199480000)	('chr2', 218990000, 219000000)	chr2	199450000	199480000	chr2	218990000	219000000	(('chr2', 199450000, 199480000), ('chr2', 218990000, 219000000))	19530000.0	300000000	SATB2,SATB2-AS1	CRYBA2
1004	('chr6', 84730000, 84780000)	('chr6', 105975000, 106000000)	chr6	84730000	84780000	chr6	105975000	106000000	(('chr6', 84730000, 84780000), ('chr6', 105975000, 106000000))	21232500.0	1250000000	TBX18	-
1005	('chr13', 20120000, 20200000)	('chr13', 99950000, 100000000)	chr13	20120000	20200000	chr13	99950000	100000000	(('chr13', 20120000, 20200000), ('chr13', 99950000, 100000000))	79815000.0	4000000000	GJA3,GJB2,GJB6,PPIAP28,LINC00556,AL138688.1	ZIC5,ZIC2
1006	('chr4', 80185000, 80220000)	('chr4', 108140000, 108180000)	chr4	80185000	80220000	chr4	108140000	108180000	(('chr4', 80185000, 80220000), ('chr4', 108140000, 108180000))	27957500.0	1400000000	PRDM8	LEF1,LEF1-AS1
1007	('chr13', 28470000, 28500000)	('chr13', 78570000, 78615000)	chr13	28470000	28500000	chr13	78570000	78615000	(('chr13', 28470000, 28500000), ('chr13', 78570000, 78615000))	50107500.0	1350000000	FLT1,AL139005.1	POU4F1,RNF219-AS1
1009	('chr1', 47710000, 47720000)	('chr1', 197910000, 197920000)	chr1	47710000	47720000	chr1	197910000	197920000	(('chr1', 47710000, 47720000), ('chr1', 197910000, 197920000))	150200000.0	100000000	-	LHX9
1010	('chr6', 1590000, 1630000)	('chr6', 27860000, 27890000)	chr6	1590000	1630000	chr6	27860000	27890000	(('chr6', 1590000, 1630000), ('chr6', 27860000, 27890000))	26265000.0	1200000000	FOXC1	HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2
1011	('chr10', 92680000, 92690000)	('chr10', 99510000, 99550000)	chr10	92680000	92690000	chr10	99510000	99550000	(('chr10', 92680000, 92690000), ('chr10', 99510000, 99550000))	6845000.0	400000000	HHEX	NKX2-3,LINC01475
1012	('chr9', 97820000, 97870000)	('chr9', 126600000, 126630000)	chr9	97820000	97870000	chr9	126600000	126630000	(('chr9', 97820000, 97870000), ('chr9', 126600000, 126630000))	28770000.0	1500000000	FOXE1,PTCSC2	LMX1B,AL161908.1,AL161908.2
1013	('chr20', 21085000, 21115000)	('chr20', 38710000, 38730000)	chr20	21085000	21115000	chr20	38710000	38730000	(('chr20', 21085000, 21115000), ('chr20', 38710000, 38730000))	17620000.0	600000000	LINC00237,AL121759.2	SLC32A1
1015	('chr2', 173350000, 173360000)	('chr2', 199450000, 199480000)	chr2	173350000	173360000	chr2	199450000	199480000	(('chr2', 173350000, 173360000), ('chr2', 199450000, 199480000))	26110000.0	300000000	CDCA7	SATB2,SATB2-AS1
1016	('chr4', 8830000, 8910000)	('chr4', 112500000, 112530000)	chr4	8830000	8910000	chr4	112500000	112530000	(('chr4', 8830000, 8910000), ('chr4', 112500000, 112530000))	103645000.0	2400000000	HMX1	NEUROG2,AC023886.1
1017	('chr1', 18630000, 18640000)	('chr1', 24930000, 24940000)	chr1	18630000	18640000	chr1	24930000	24940000	(('chr1', 18630000, 18640000), ('chr1', 24930000, 24940000))	6300000.0	100000000	PAX7	RUNX3
1018	('chr6', 1590000, 1630000)	('chr6', 105975000, 106000000)	chr6	1590000	1630000	chr6	105975000	106000000	(('chr6', 1590000, 1630000), ('chr6', 105975000, 106000000))	104377500.0	1000000000	FOXC1	-
1019	('chr1', 200030000, 200040000)	('chr1', 220880000, 220890000)	chr1	200030000	200040000	chr1	220880000	220890000	(('chr1', 200030000, 200040000), ('chr1', 220880000, 220890000))	20850000.0	100000000	NR5A2,RNU6-570P	HLX,HLX-AS1
1020	('chr10', 8030000, 8055000)	('chr10', 123110000, 123160000)	chr10	8030000	8055000	chr10	123110000	123160000	(('chr10', 8030000, 8055000), ('chr10', 123110000, 123160000))	115092500.0	1250000000	GATA3,GATA3-AS1	HMX2,HMX3,BUB3
1021	('chr4', 41860000, 41890000)	('chr4', 54080000, 54120000)	chr4	41860000	41890000	chr4	54080000	54120000	(('chr4', 41860000, 41890000), ('chr4', 54080000, 54120000))	12225000.0	1200000000	LINC00682,AC108210.1	GSX2,MORF4L2P1,AC058822.1
1022	('chr1', 47180000, 47250000)	('chr1', 118970000, 119010000)	chr1	47180000	47250000	chr1	118970000	119010000	(('chr1', 47180000, 47250000), ('chr1', 118970000, 119010000))	71775000.0	2800000000	TAL1,AL135960.1	TBX15,AL139420.2
1023	('chr2', 113270000, 113280000)	('chr2', 172075000, 172115000)	chr2	113270000	113280000	chr2	172075000	172115000	(('chr2', 113270000, 113280000), ('chr2', 172075000, 172115000))	58820000.0	400000000	PAX8	DLX1,DLX2
1024	('chr2', 19350000, 19360000)	('chr2', 156315000, 156345000)	chr2	19350000	19360000	chr2	156315000	156345000	(('chr2', 19350000, 19360000), ('chr2', 156315000, 156345000))	136975000.0	300000000	OSR1	NR4A2,AC074099.1
1025	('chr7', 35230000, 35260000)	('chr7', 129780000, 129790000)	chr7	35230000	35260000	chr7	129780000	129790000	(('chr7', 35230000, 35260000), ('chr7', 129780000, 129790000))	94540000.0	300000000	TBX20,AC009531.1	MIR96,MIR182,AC084864.1
1026	('chr6', 105975000, 106000000)	('chr6', 137460000, 137510000)	chr6	105975000	106000000	chr6	137460000	137510000	(('chr6', 105975000, 106000000), ('chr6', 137460000, 137510000))	31497500.0	1250000000	-	OLIG3
1027	('chr1', 90710000, 90735000)	('chr1', 213980000, 213990000)	chr1	90710000	90735000	chr1	213980000	213990000	(('chr1', 90710000, 90735000), ('chr1', 213980000, 213990000))	123262500.0	250000000	BARHL2	PROX1,AC011700.1
1028	('chr7', 35230000, 35260000)	('chr7', 97730000, 97740000)	chr7	35230000	35260000	chr7	97730000	97740000	(('chr7', 35230000, 35260000), ('chr7', 97730000, 97740000))	62490000.0	300000000	TBX20,AC009531.1	TAC1
1029	('chr7', 20760000, 20800000)	('chr7', 25840000, 25870000)	chr7	20760000	20800000	chr7	25840000	25870000	(('chr7', 20760000, 20800000), ('chr7', 25840000, 25870000))	5075000.0	1200000000	SP8	-
1030	('chr4', 13520000, 13550000)	('chr4', 54220000, 54230000)	chr4	13520000	13550000	chr4	54220000	54230000	(('chr4', 13520000, 13550000), ('chr4', 54220000, 54230000))	40690000.0	300000000	NKX3-2,LINC01097,LINC01096	PDGFRA
1031	('chr11', 32420000, 32445000)	('chr11', 43540000, 43610000)	chr11	32420000	32445000	chr11	43540000	43610000	(('chr11', 32420000, 32445000), ('chr11', 43540000, 43610000))	11142500.0	1750000000	WT1,WT1-AS	MIR670,MIR129-2,AC068205.1
1032	('chr7', 1210000, 1260000)	('chr7', 20760000, 20800000)	chr7	1210000	1260000	chr7	20760000	20800000	(('chr7', 1210000, 1260000), ('chr7', 20760000, 20800000))	19545000.0	2000000000	UNCX	SP8
1033	('chr1', 47710000, 47720000)	('chr1', 180230000, 180240000)	chr1	47710000	47720000	chr1	180230000	180240000	(('chr1', 47710000, 47720000), ('chr1', 180230000, 180240000))	132520000.0	100000000	-	LHX4
1034	('chr2', 63050000, 63060000)	('chr2', 156315000, 156345000)	chr2	63050000	63060000	chr2	156315000	156345000	(('chr2', 63050000, 63060000), ('chr2', 156315000, 156345000))	93275000.0	300000000	OTX1	NR4A2,AC074099.1
1035	('chr2', 170710000, 170720000)	('chr2', 176060000, 176170000)	chr2	170710000	170720000	chr2	176060000	176170000	(('chr2', 170710000, 170720000), ('chr2', 176060000, 176170000))	5400000.0	1100000000	SP5,LINC01124	HOXD1,HOXD2,HOXD3,HOXD4,HOXD8,HOXD9,HOXD10,HOXD11,HOXD12,HOXD13,EVX2,HALGR,HALGROS
1036	('chr2', 72140000, 72150000)	('chr2', 113270000, 113280000)	chr2	72140000	72150000	chr2	113270000	113280000	(('chr2', 72140000, 72150000), ('chr2', 113270000, 113280000))	41130000.0	100000000	CYP26B1	PAX8
1037	('chr2', 45000000, 45010000)	('chr2', 72140000, 72150000)	chr2	45000000	45010000	chr2	72140000	72150000	(('chr2', 45000000, 45010000), ('chr2', 72140000, 72150000))	27140000.0	100000000	SIX2	CYP26B1
1038	('chr5', 51360000, 51410000)	('chr5', 73290000, 73310000)	chr5	51360000	51410000	chr5	73290000	73310000	(('chr5', 51360000, 51410000), ('chr5', 73290000, 73310000))	21915000.0	1000000000	ISL1,AC010478.1	-
1039	('chr2', 63050000, 63060000)	('chr2', 66430000, 66440000)	chr2	63050000	63060000	chr2	66430000	66440000	(('chr2', 63050000, 63060000), ('chr2', 66430000, 66440000))	3380000.0	100000000	OTX1	MEIS1
1040	('chr10', 26200000, 26220000)	('chr10', 101210000, 101240000)	chr10	26200000	26220000	chr10	101210000	101240000	(('chr10', 26200000, 26220000), ('chr10', 101210000, 101240000))	75015000.0	600000000	GAD2	LBX1,LBX1-AS1
1041	('chr16', 54910000, 54960000)	('chr16', 86490000, 86520000)	chr16	54910000	54960000	chr16	86490000	86520000	(('chr16', 54910000, 54960000), ('chr16', 86490000, 86520000))	31570000.0	1500000000	IRX5,CRNDE,AC106738.2,AC106738.2	FENDRR,FOXF1
1042	('chr2', 170810000, 170820000)	('chr2', 206250000, 206285000)	chr2	170810000	170820000	chr2	206250000	206285000	(('chr2', 170810000, 170820000), ('chr2', 206250000, 206285000))	35452500.0	350000000	GAD1,AC007405.2	ZDBF2,HMGN1P6
1043	('chr5', 52780000, 52790000)	('chr5', 154455000, 154505000)	chr5	52780000	52790000	chr5	154455000	154505000	(('chr5', 52780000, 52790000), ('chr5', 154455000, 154505000))	101695000.0	500000000	PELO	HAND1,AC026688.2
1044	('chr11', 122960000, 123000000)	('chr11', 129340000, 129380000)	chr11	122960000	123000000	chr11	129340000	129380000	(('chr11', 122960000, 123000000), ('chr11', 129340000, 129380000))	6380000.0	1600000000	BSX	BARX2
1045	('chr6', 27860000, 27890000)	('chr6', 133830000, 133900000)	chr6	27860000	27890000	chr6	133830000	133900000	(('chr6', 27860000, 27890000), ('chr6', 133830000, 133900000))	105990000.0	2100000000	HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2	TARID,LINC01312,TCF21
1046	('chr7', 15680000, 15690000)	('chr7', 35230000, 35260000)	chr7	15680000	15690000	chr7	35230000	35260000	(('chr7', 15680000, 15690000), ('chr7', 35230000, 35260000))	19560000.0	300000000	MEOX2	TBX20,AC009531.1
1047	('chr2', 118218000, 118228000)	('chr2', 218990000, 219000000)	chr2	118218000	118228000	chr2	218990000	219000000	(('chr2', 118218000, 118228000), ('chr2', 218990000, 219000000))	100772000.0	100000000	THORLNC	CRYBA2
1048	('chr2', 74455000, 74465000)	('chr2', 161410000, 161430000)	chr2	74455000	74465000	chr2	161410000	161430000	(('chr2', 74455000, 74465000), ('chr2', 161410000, 161430000))	86960000.0	200000000	INO80B,WBP1,MOGS	TBR1
1049	('chr13', 27780000, 27820000)	('chr13', 52850000, 52860000)	chr13	27780000	27820000	chr13	52850000	52860000	(('chr13', 27780000, 27820000), ('chr13', 52850000, 52860000))	25055000.0	400000000	GSX1	PCDH8
1050	('chr6', 27260000, 27300000)	('chr6', 100430000, 100480000)	chr6	27260000	27300000	chr6	100430000	100480000	(('chr6', 27260000, 27300000), ('chr6', 100430000, 100480000))	73175000.0	2000000000	AL021808.1	SIM1
1051	('chr7', 23450000, 23480000)	('chr7', 96980000, 97040000)	chr7	23450000	23480000	chr7	96980000	97040000	(('chr7', 23450000, 23480000), ('chr7', 96980000, 97040000))	73545000.0	1800000000	IGF2BP3	DLX5,DLX6,DLX6-AS1
1052	('chr8', 76660000, 76700000)	('chr8', 98930000, 98980000)	chr8	76660000	76700000	chr8	98930000	98980000	(('chr8', 76660000, 76700000), ('chr8', 98930000, 98980000))	22275000.0	2000000000	ZFHX4,ZFHX4-AS1	OSR2,STK3
1054	('chr8', 10700000, 10740000)	('chr8', 54430000, 54480000)	chr8	10700000	10740000	chr8	54430000	54480000	(('chr8', 10700000, 10740000), ('chr8', 54430000, 54480000))	43735000.0	2000000000	SOX7,PINX1	SOX17,AC091076.1
1055	('chr6', 27260000, 27300000)	('chr6', 137460000, 137510000)	chr6	27260000	27300000	chr6	137460000	137510000	(('chr6', 27260000, 27300000), ('chr6', 137460000, 137510000))	110205000.0	2000000000	AL021808.1	OLIG3
1056	('chr9', 97820000, 97870000)	('chr9', 122190000, 122230000)	chr9	97820000	97870000	chr9	122190000	122230000	(('chr9', 97820000, 97870000), ('chr9', 122190000, 122230000))	24365000.0	2000000000	FOXE1,PTCSC2	LHX6
1057	('chr2', 70880000, 70890000)	('chr2', 118218000, 118228000)	chr2	70880000	70890000	chr2	118218000	118228000	(('chr2', 70880000, 70890000), ('chr2', 118218000, 118228000))	47338000.0	100000000	VAX2,LINC01143,RF02272	THORLNC
1059	('chr4', 41860000, 41890000)	('chr4', 110600000, 110660000)	chr4	41860000	41890000	chr4	110600000	110660000	(('chr4', 41860000, 41890000), ('chr4', 110600000, 110660000))	68755000.0	1800000000	LINC00682,AC108210.1	PITX2,PANCR
1060	('chr5', 73220000, 73240000)	('chr5', 77620000, 77660000)	chr5	73220000	73240000	chr5	77620000	77660000	(('chr5', 73220000, 73240000), ('chr5', 77620000, 77660000))	4410000.0	800000000	AC116345.1	OTP,WDR41
1061	('chr2', 170810000, 170820000)	('chr2', 222250000, 222318000)	chr2	170810000	170820000	chr2	222250000	222318000	(('chr2', 170810000, 170820000), ('chr2', 222250000, 222318000))	51469000.0	680000000	GAD1,AC007405.2	PAX3,CCDC140
1062	('chr5', 51360000, 51410000)	('chr5', 77620000, 77660000)	chr5	51360000	51410000	chr5	77620000	77660000	(('chr5', 51360000, 51410000), ('chr5', 77620000, 77660000))	26255000.0	2000000000	ISL1,AC010478.1	OTP,WDR41
1063	('chr5', 50960000, 50970000)	('chr5', 55220000, 55230000)	chr5	50960000	50970000	chr5	55220000	55230000	(('chr5', 50960000, 50970000), ('chr5', 55220000, 55230000))	4260000.0	100000000	LINC02106,AC008808.2,AC008808.1	MCIDAS,CCNO,AC026704.1
1064	('chr6', 10370000, 10420000)	('chr6', 108100000, 108180000)	chr6	10370000	10420000	chr6	108100000	108180000	(('chr6', 10370000, 10420000), ('chr6', 108100000, 108180000))	97745000.0	4000000000	TFAP2A,TFAP2A-AS1,TFAP2A-AS2	OSTM1,ASTM1-AS1,NR2E1
1066	('chr6', 1360000, 1410000)	('chr6', 125730000, 125740000)	chr6	1360000	1410000	chr6	125730000	125740000	(('chr6', 1360000, 1410000), ('chr6', 125730000, 125740000))	124350000.0	500000000	FOXF2	HEY2, AL365259.1
1067	('chr6', 100430000, 100480000)	('chr6', 133830000, 133900000)	chr6	100430000	100480000	chr6	133830000	133900000	(('chr6', 100430000, 100480000), ('chr6', 133830000, 133900000))	33410000.0	3500000000	SIM1	TARID,LINC01312,TCF21
1068	('chr5', 135020000, 135045000)	('chr5', 154455000, 154505000)	chr5	135020000	135045000	chr5	154455000	154505000	(('chr5', 135020000, 135045000), ('chr5', 154455000, 154505000))	19447500.0	1250000000	PITX1,C5orf66,AC008406.3	HAND1,AC026688.2
1069	('chr4', 54080000, 54120000)	('chr4', 80185000, 80220000)	chr4	54080000	54120000	chr4	80185000	80220000	(('chr4', 54080000, 54120000), ('chr4', 80185000, 80220000))	26102500.0	1400000000	GSX2,MORF4L2P1,AC058822.1	PRDM8
1070	('chr7', 20760000, 20800000)	('chr7', 96980000, 97040000)	chr7	20760000	20800000	chr7	96980000	97040000	(('chr7', 20760000, 20800000), ('chr7', 96980000, 97040000))	76230000.0	2400000000	SP8	DLX5,DLX6,DLX6-AS1
1071	('chr3', 147360000, 147420000)	('chr3', 169120000, 169155000)	chr3	147360000	147420000	chr3	169120000	169155000	(('chr3', 147360000, 147420000), ('chr3', 169120000, 169155000))	21747500.0	2100000000	ZIC1,ZIC4,ZIC4-AS1	MECOM
1072	('chr5', 135020000, 135045000)	('chr5', 173220000, 173260000)	chr5	135020000	135045000	chr5	173220000	173260000	(('chr5', 135020000, 135045000), ('chr5', 173220000, 173260000))	38207500.0	1000000000	PITX1,C5orf66,AC008406.3	NKX2-5
1073	('chr8', 76660000, 76700000)	('chr8', 96130000, 96170000)	chr8	76660000	76700000	chr8	96130000	96170000	(('chr8', 76660000, 76700000), ('chr8', 96130000, 96170000))	19470000.0	1600000000	ZFHX4,ZFHX4-AS1	GDF6
1074	('chr5', 42980000, 43050000)	('chr5', 73290000, 73310000)	chr5	42980000	43050000	chr5	73290000	73310000	(('chr5', 42980000, 43050000), ('chr5', 73290000, 73310000))	30285000.0	1400000000	ANXA2R,AC025171.5,AC025171.2,AC008875.1,AC025171.1,AC025171.3	-
1075	('chr6', 1360000, 1410000)	('chr6', 26230000, 26330000)	chr6	1360000	1410000	chr6	26230000	26330000	(('chr6', 1360000, 1410000), ('chr6', 26230000, 26330000))	24895000.0	5000000000	FOXF2	HIST1H1D,HIST1H4F,HIST1H4G,HIST1H3F,HIST1H2BH,HIST1H3G,HIST1H2BI,HIST1H4H
1076	('chr9', 77000000, 77030000)	('chr9', 97820000, 97870000)	chr9	77000000	77030000	chr9	97820000	97870000	(('chr9', 77000000, 77030000), ('chr9', 97820000, 97870000))	20830000.0	1500000000	FOXB2	FOXE1,PTCSC2
1077	('chr6', 27860000, 27890000)	('chr6', 100430000, 100480000)	chr6	27860000	27890000	chr6	100430000	100480000	(('chr6', 27860000, 27890000), ('chr6', 100430000, 100480000))	72580000.0	1500000000	HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2	SIM1
1078	('chr14', 36480000, 36530000)	('chr14', 56790000, 56830000)	chr14	36480000	36530000	chr14	56790000	56830000	(('chr14', 36480000, 36530000), ('chr14', 56790000, 56830000))	20305000.0	2000000000	SFTA3,NKX2-1	OTX2
1079	('chr1', 90710000, 90735000)	('chr1', 118970000, 119010000)	chr1	90710000	90735000	chr1	118970000	119010000	(('chr1', 90710000, 90735000), ('chr1', 118970000, 119010000))	28267500.0	1000000000	BARHL2	TBX15,AL139420.2
1080	('chr5', 51360000, 51410000)	('chr5', 181040000, 181090000)	chr5	51360000	51410000	chr5	181040000	181090000	(('chr5', 51360000, 51410000), ('chr5', 181040000, 181090000))	129680000.0	2500000000	ISL1,AC010478.1	FOXO1B,OR2V1,OR2V2,BTNL9,MIR8089
1081	('chr6', 27860000, 27890000)	('chr6', 125360000, 125380000)	chr6	27860000	27890000	chr6	125360000	125380000	(('chr6', 27860000, 27890000), ('chr6', 125360000, 125380000))	97495000.0	600000000	HIST1H3L,HIST1H3I,HIST1H1B,HIST1H2BPS2	-
1082	('chr10', 99510000, 99550000)	('chr10', 117110000, 117170000)	chr10	99510000	99550000	chr10	117110000	117170000	(('chr10', 99510000, 99550000), ('chr10', 117110000, 117170000))	17610000.0	2400000000	NKX2-3,LINC01475	VAX1,MIR3663
1083	('chr7', 27080000, 27260000)	('chr7', 122290000, 122320000)	chr7	27080000	27260000	chr7	122290000	122320000	(('chr7', 27080000, 27260000), ('chr7', 122290000, 122320000))	95135000.0	5400000000	HOXA1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXA10,HOXA11,HOXA13,RF01975,HOTAIRM1,RF01976,RF01979,HOXA-AS2,HOXA-AS3,AC004080.6,AC004080.5,AC004080.4,HOXA10-AS,AC004080.3,HOXA11-AS,RF02142,AC004080.2,RF02040,HOTTIP,RF02043	FEZF1,FEZF1-AS1
1084	('chr7', 122290000, 122320000)	('chr7', 129780000, 129790000)	chr7	122290000	122320000	chr7	129780000	129790000	(('chr7', 122290000, 122320000), ('chr7', 129780000, 129790000))	7480000.0	300000000	FEZF1,FEZF1-AS1	MIR96,MIR182,AC084864.1
1085	('chr2', 5690000, 5700000)	('chr2', 170710000, 170720000)	chr2	5690000	5700000	chr2	170710000	170720000	(('chr2', 5690000, 5700000), ('chr2', 170710000, 170720000))	165020000.0	100000000	SOX11	SP5,LINC01124
1086	('chr18', 900000, 915000)	('chr18', 22155000, 22175000)	chr18	900000	915000	chr18	22155000	22175000	(('chr18', 900000, 915000), ('chr18', 22155000, 22175000))	21257500.0	300000000	ADCYAP1,AP000894.2	GATA6,GATA6-AS1
1087	('chr5', 123035000, 123055000)	('chr5', 154455000, 154505000)	chr5	123035000	123055000	chr5	154455000	154505000	(('chr5', 123035000, 123055000), ('chr5', 154455000, 154505000))	31435000.0	1000000000	PPIC,AC106786.2	HAND1,AC026688.2
1088	('chr20', 22560000, 22590000)	('chr20', 38710000, 38730000)	chr20	22560000	22590000	chr20	38710000	38730000	(('chr20', 22560000, 22590000), ('chr20', 38710000, 38730000))	16145000.0	600000000	FOXA2,LINC00261	SLC32A1
1089	('chr6', 117250000, 117280000)	('chr6', 125730000, 125740000)	chr6	117250000	117280000	chr6	125730000	125740000	(('chr6', 117250000, 117280000), ('chr6', 125730000, 125740000))	8470000.0	300000000	VGLL2	HEY2, AL365259.1
1090	('chr9', 14300000, 14380000)	('chr9', 37010000, 37040000)	chr9	14300000	14380000	chr9	37010000	37040000	(('chr9', 14300000, 14380000), ('chr9', 37010000, 37040000))	22685000.0	2400000000	NFIB,AL136366.1	PAX5,AL161781.2
1091	('chr2', 72910000, 72920000)	('chr2', 236260000, 236270000)	chr2	72910000	72920000	chr2	236260000	236270000	(('chr2', 72910000, 72920000), ('chr2', 236260000, 236270000))	163350000.0	100000000	EMX1	ASB18
1092	('chr1', 44410000, 44420000)	('chr1', 47430000, 47440000)	chr1	44410000	44420000	chr1	47430000	47440000	(('chr1', 44410000, 44420000), ('chr1', 47430000, 47440000))	3020000.0	100000000	RNF220	FOXD2,FOXD2-AS1
1093	('chr7', 1210000, 1260000)	('chr7', 122290000, 122320000)	chr7	1210000	1260000	chr7	122290000	122320000	(('chr7', 1210000, 1260000), ('chr7', 122290000, 122320000))	121070000.0	1500000000	UNCX	FEZF1,FEZF1-AS1
